solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_GUB_COVER;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
GUROBI;p13;300;0,05;0;1,0;8252,0;8252,0;70;1020;2020;70;1020;2020;6365,16609;15224,0;6365,16609;8252,0;8252,0;0,0;4;3;;3;;1;4;;4;3;;3;;;1;4;;4;3;;3;;;;1;4;
CBC;p13;300;0,25;0;6;8252,0;8252,0;70;1020;2020;70;1020;2020;8228,3556;8252,0;8228,3556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p13;600;0,07;0;0,0;8252,0;8252,0;70;1020;2020;70;530;1040;0,0;29237,0;0,0;8252,0;8252,0;0,07;42;32;4;15;2;5;;23;42;32;4;15;2;2;5;;23;42;32;4;15;;2;2;5;;23
GUROBI;p13;600;0,05;0;1,0;8252,0;8252,0;70;1020;2020;70;1020;2020;6365,16609;15224,0;6365,16609;8252,0;8252,0;0,0;4;3;;3;;1;4;;4;3;;3;;;1;4;;4;3;;3;;;;1;4;
CBC;p13;600;0,24;0;6;8252,0;8252,0;70;1020;2020;70;1020;2020;8228,3556;8252,0;8228,3556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p14;120;0,04;0;0,0;7137,0;7137,0;70;1020;2020;70;1020;2020;0,0;26385,0;0,0;7137,0;7137,0;0,03;35;29;2;24;;2;;18;35;29;2;24;;;2;;18;35;29;2;24;;;;2;;18
GUROBI;p14;120;0,02;0;1,0;7137,0;7137,0;70;1020;2020;70;1020;2020;5371,06126;13923,0;5371,06126;7105,81643;7137,0;0,0;31;22;;;;10;13;;31;22;;;;;10;13;;31;22;;;;;;10;13;
CBC;p14;120;0,09;0;0;7137,0;7137,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p14;300;0,04;0;0,0;7137,0;7137,0;70;1020;2020;70;1020;2020;0,0;26385,0;0,0;7137,0;7137,0;0,03;35;29;2;24;;2;;18;35;29;2;24;;;2;;18;35;29;2;24;;;;2;;18
GUROBI;p14;300;0,02;0;1,0;7137,0;7137,0;70;1020;2020;70;1020;2020;5371,06126;13923,0;5371,06126;7105,81643;7137,0;0,0;31;22;;;;10;13;;31;22;;;;;10;13;;31;22;;;;;;10;13;
CBC;p14;300;0,09;0;0;7137,0;7137,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p14;600;0,04;0;0,0;7137,0;7137,0;70;1020;2020;70;1020;2020;0,0;26385,0;0,0;7137,0;7137,0;0,03;35;29;2;24;;2;;18;35;29;2;24;;;2;;18;35;29;2;24;;;;2;;18
GUROBI;p14;600;0,02;0;1,0;7137,0;7137,0;70;1020;2020;70;1020;2020;5371,06126;13923,0;5371,06126;7105,81643;7137,0;0,0;31;22;;;;10;13;;31;22;;;;;10;13;;31;22;;;;;;10;13;
CBC;p14;600;0,09;0;0;7137,0;7137,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p15;120;0,05;0;0,0;8808,0;8808,0;70;1020;2020;70;490;960;0,0;30385,0;0,0;291,0;8808,0;0,05;39;30;1;20;;1;;14;39;30;1;20;;;1;;14;39;30;1;20;;;;1;;14
GUROBI;p15;120;0,03;0;1,0;8808,0;8808,0;70;1020;2020;70;1020;2020;6827,1021;15923,0;6827,1021;8718,5493;8808,0;0,0;36;20;;;;9;13;;36;20;;;;;9;13;;36;20;;;;;;9;13;
CBC;p15;120;0,09;0;0;8808,0;8808,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p15;300;0,05;0;0,0;8808,0;8808,0;70;1020;2020;70;490;960;0,0;30385,0;0,0;291,0;8808,0;0,05;39;30;1;20;;1;;14;39;30;1;20;;;1;;14;39;30;1;20;;;;1;;14
GUROBI;p15;300;0,03;0;1,0;8808,0;8808,0;70;1020;2020;70;1020;2020;6827,1021;15923,0;6827,1021;8718,5493;8808,0;0,0;36;20;;;;9;13;;36;20;;;;;9;13;;36;20;;;;;;9;13;
CBC;p15;300;0,09;0;0;8808,0;8808,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p15;600;0,05;0;0,0;8808,0;8808,0;70;1020;2020;70;490;960;0,0;30385,0;0,0;291,0;8808,0;0,05;39;30;1;20;;1;;14;39;30;1;20;;;1;;14;39;30;1;20;;;;1;;14
GUROBI;p15;600;0,03;0;1,0;8808,0;8808,0;70;1020;2020;70;1020;2020;6827,1021;15923,0;6827,1021;8718,5493;8808,0;0,0;36;20;;;;9;13;;36;20;;;;;9;13;;36;20;;;;;;9;13;
CBC;p15;600;0,1;0;0;8808,0;8808,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p16;120;0,06;0;0,0;10408,0;10408,0;70;1020;2020;50;148;280;0,0;34385,0;0,0;358,0;10408,0;0,06;47;37;1;12;;6;;23;47;37;1;12;;;6;;23;47;37;1;12;;;;6;;23
GUROBI;p16;120;0,06;0;1,0;10408,0;10408,0;70;1020;2020;70;1020;2020;8283,14294;17923,0;8283,14294;10364,3768;10408,0;0,0;35;20;;2;1;7;10;;35;20;;2;;1;7;10;;35;20;;2;;;1;7;10;
CBC;p16;120;0,28;0;2;10408,0;10408,0;70;1020;2020;70;1020;2020;10382,18;10424,0;10382,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p16;300;0,06;0;0,0;10408,0;10408,0;70;1020;2020;50;148;280;0,0;34385,0;0,0;358,0;10408,0;0,06;47;37;1;12;;6;;23;47;37;1;12;;;6;;23;47;37;1;12;;;;6;;23
GUROBI;p16;300;0,06;0;1,0;10408,0;10408,0;70;1020;2020;70;1020;2020;8283,14294;17923,0;8283,14294;10364,3768;10408,0;0,0;35;20;;2;1;7;10;;35;20;;2;;1;7;10;;35;20;;2;;;1;7;10;
CBC;p16;300;0,28;0;2;10408,0;10408,0;70;1020;2020;70;1020;2020;10382,18;10424,0;10382,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p16;600;0,06;0;0,0;10408,0;10408,0;70;1020;2020;50;148;280;0,0;34385,0;0,0;358,0;10408,0;0,06;47;37;1;12;;6;;23;47;37;1;12;;;6;;23;47;37;1;12;;;;6;;23
GUROBI;p16;600;0,06;0;1,0;10408,0;10408,0;70;1020;2020;70;1020;2020;8283,14294;17923,0;8283,14294;10364,3768;10408,0;0,0;35;20;;2;1;7;10;;35;20;;2;;1;7;10;;35;20;;2;;;1;7;10;
CBC;p16;600;0,27;0;2;10408,0;10408,0;70;1020;2020;70;1020;2020;10382,18;10424,0;10382,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p17;120;0,06;0;0,0;8227,0;8227,0;70;1020;2020;20;42;83;0,0;29237,0;0,0;274,0;8227,0;;14;12;1;6;1;1;;4;14;12;1;6;;1;1;;4;14;12;1;6;;;1;1;;4
GUROBI;p17;120;0,06;0;1,0;8227,0;8227,0;70;1020;2020;70;1020;2020;6354,755;15120,0;6354,755;8224,53665;8227,0;0,0;18;8;;1;1;2;5;;18;8;;1;;1;2;5;;18;8;;1;;;1;2;5;
CBC;p17;120;0,18;0;0;8227,0;8227,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p17;300;0,06;0;0,0;8227,0;8227,0;70;1020;2020;20;42;83;0,0;29237,0;0,0;274,0;8227,0;;14;12;1;6;1;1;;4;14;12;1;6;;1;1;;4;14;12;1;6;;;1;1;;4
GUROBI;p17;300;0,07;0;1,0;8227,0;8227,0;70;1020;2020;70;1020;2020;6354,755;15120,0;6354,755;8224,53665;8227,0;0,0;18;8;;1;1;2;5;;18;8;;1;;1;2;5;;18;8;;1;;;1;2;5;
CBC;p17;300;0,19;0;0;8227,0;8227,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p17;600;0,06;0;0,0;8227,0;8227,0;70;1020;2020;20;42;83;0,0;29237,0;0,0;274,0;8227,0;;14;12;1;6;1;1;;4;14;12;1;6;;1;1;;4;14;12;1;6;;;1;1;;4
GUROBI;p17;600;0,06;0;1,0;8227,0;8227,0;70;1020;2020;70;1020;2020;6354,755;15120,0;6354,755;8224,53665;8227,0;0,0;18;8;;1;1;2;5;;18;8;;1;;1;2;5;;18;8;;1;;;1;2;5;
CBC;p17;600;0,19;0;0;8227,0;8227,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p18;120;0,04;0;0,0;7125,0;7125,0;70;1020;2020;70;1020;2020;0,0;26385,0;0,0;7125,0;7125,0;0,03;41;31;2;23;;1;;24;41;31;2;23;;;1;;24;41;31;2;23;;;;1;;24
GUROBI;p18;120;0,04;0;1,0;7125,0;7125,0;70;1020;2020;70;1020;2020;5321,25;13753,0;5321,25;7125,0;7125,0;0,0;33;22;;4;;7;15;;33;22;;4;;;7;15;;33;22;;4;;;;7;15;
CBC;p18;120;0,09;0;0;7125,0;7125,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p18;300;0,04;0;0,0;7125,0;7125,0;70;1020;2020;70;1020;2020;0,0;26385,0;0,0;7125,0;7125,0;0,03;41;31;2;23;;1;;24;41;31;2;23;;;1;;24;41;31;2;23;;;;1;;24
GUROBI;p18;300;0,04;0;1,0;7125,0;7125,0;70;1020;2020;70;1020;2020;5321,25;13753,0;5321,25;7125,0;7125,0;0,0;33;22;;4;;7;15;;33;22;;4;;;7;15;;33;22;;4;;;;7;15;
CBC;p18;300;0,09;0;0;7125,0;7125,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p18;600;0,04;0;0,0;7125,0;7125,0;70;1020;2020;70;1020;2020;0,0;26385,0;0,0;7125,0;7125,0;0,03;41;31;2;23;;1;;24;41;31;2;23;;;1;;24;41;31;2;23;;;;1;;24
GUROBI;p18;600;0,04;0;1,0;7125,0;7125,0;70;1020;2020;70;1020;2020;5321,25;13753,0;5321,25;7125,0;7125,0;0,0;33;22;;4;;7;15;;33;22;;4;;;7;15;;33;22;;4;;;;7;15;
CBC;p18;600;0,09;0;0;7125,0;7125,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p19;120;0,1;0;0,0;8886,0;8886,0;70;1020;2020;69;368;716;0,0;30385,0;0,0;8886,0;8886,0;0,1;40;41;3;15;2;8;;23;40;41;3;15;;2;8;;23;40;41;3;15;;;2;8;;23
GUROBI;p19;120;0,08;0;1,0;8886,0;8886,0;70;1020;2020;70;1020;2020;6748,75;15953,0;6748,75;8886,0;8886,0;0,0;24;18;;1;2;6;9;;24;18;;1;;2;6;9;;24;18;;1;;;2;6;9;
CBC;p19;120;0,46;0;36;8886,0;8886,0;70;1020;2020;70;1020;2020;8856,193;9243,0;8856,193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p19;300;0,11;0;0,0;8886,0;8886,0;70;1020;2020;69;368;716;0,0;30385,0;0,0;8886,0;8886,0;0,1;40;41;3;15;2;8;;23;40;41;3;15;;2;8;;23;40;41;3;15;;;2;8;;23
GUROBI;p19;300;0,09;0;1,0;8886,0;8886,0;70;1020;2020;70;1020;2020;6748,75;15953,0;6748,75;8886,0;8886,0;0,0;24;18;;1;2;6;9;;24;18;;1;;2;6;9;;24;18;;1;;;2;6;9;
CBC;p19;300;0,45;0;36;8886,0;8886,0;70;1020;2020;70;1020;2020;8856,193;9243,0;8856,193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p19;600;0,1;0;0,0;8886,0;8886,0;70;1020;2020;69;368;716;0,0;30385,0;0,0;8886,0;8886,0;0,1;40;41;3;15;2;8;;23;40;41;3;15;;2;8;;23;40;41;3;15;;;2;8;;23
GUROBI;p19;600;0,08;0;1,0;8886,0;8886,0;70;1020;2020;70;1020;2020;6748,75;15953,0;6748,75;8886,0;8886,0;0,0;24;18;;1;2;6;9;;24;18;;1;;2;6;9;;24;18;;1;;;2;6;9;
CBC;p19;600;0,44;0;36;8886,0;8886,0;70;1020;2020;70;1020;2020;8856,193;9243,0;8856,193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p20;120;0,09;0;0,0;10486,0;10486,0;70;1020;2020;70;1020;2020;0,0;34385,0;0,0;10486,0;10486,0;0,08;43;46;1;14;;8;;22;43;46;1;14;;;8;;22;43;46;1;14;;;;8;;22
GUROBI;p20;120;0,12;0;1,0;10486,0;10486,0;70;1020;2020;70;1020;2020;8176,25;18153,0;8176,25;10486,0;10486,0;0,0;12;6;;2;;6;3;;12;6;;2;;;6;3;;12;6;;2;;;;6;3;
CBC;p20;120;0,44;0;2;10486,0;10486,0;70;1020;2020;70;1020;2020;10463,893;10487,0;10463,893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p20;300;0,09;0;0,0;10486,0;10486,0;70;1020;2020;70;1020;2020;0,0;34385,0;0,0;10486,0;10486,0;0,08;43;46;1;14;;8;;22;43;46;1;14;;;8;;22;43;46;1;14;;;;8;;22
GUROBI;p20;300;0,12;0;1,0;10486,0;10486,0;70;1020;2020;70;1020;2020;8176,25;18153,0;8176,25;10486,0;10486,0;0,0;12;6;;2;;6;3;;12;6;;2;;;6;3;;12;6;;2;;;;6;3;
CBC;p20;300;0,44;0;2;10486,0;10486,0;70;1020;2020;70;1020;2020;10463,893;10487,0;10463,893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p20;600;0,09;0;0,0;10486,0;10486,0;70;1020;2020;70;1020;2020;0,0;34385,0;0,0;10486,0;10486,0;0,08;43;46;1;14;;8;;22;43;46;1;14;;;8;;22;43;46;1;14;;;;8;;22
GUROBI;p20;600;0,13;0;1,0;10486,0;10486,0;70;1020;2020;70;1020;2020;8176,25;18153,0;8176,25;10486,0;10486,0;0,0;12;6;;2;;6;3;;12;6;;2;;;6;3;;12;6;;2;;;;6;3;
CBC;p20;600;0,45;0;2;10486,0;10486,0;70;1020;2020;70;1020;2020;10463,893;10487,0;10463,893;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p21;120;0,04;0;0,0;8068,0;8068,0;70;1020;2020;70;1020;2020;0,0;29237,0;0,0;8068,0;8068,0;0,03;49;29;;20;;4;;21;49;29;;20;;;4;;21;49;29;;20;;;;4;;21
GUROBI;p21;120;0,03;0;1,0;8068,0;8068,0;70;1020;2020;70;1020;2020;5726,364;14633,0;5726,364;8028,06774;8068,0;0,0;31;21;;;;4;17;;31;21;;;;;4;17;;31;21;;;;;;4;17;
CBC;p21;120;0,1;0;0;8068,0;8068,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p21;300;0,04;0;0,0;8068,0;8068,0;70;1020;2020;70;1020;2020;0,0;29237,0;0,0;8068,0;8068,0;0,03;49;29;;20;;4;;21;49;29;;20;;;4;;21;49;29;;20;;;;4;;21
GUROBI;p21;300;0,03;0;1,0;8068,0;8068,0;70;1020;2020;70;1020;2020;5726,364;14633,0;5726,364;8028,06774;8068,0;0,0;31;21;;;;4;17;;31;21;;;;;4;17;;31;21;;;;;;4;17;
CBC;p21;300;0,1;0;0;8068,0;8068,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p21;600;0,04;0;0,0;8068,0;8068,0;70;1020;2020;70;1020;2020;0,0;29237,0;0,0;8068,0;8068,0;0,04;49;29;;20;;4;;21;49;29;;20;;;4;;21;49;29;;20;;;;4;;21
GUROBI;p21;600;0,03;0;1,0;8068,0;8068,0;70;1020;2020;70;1020;2020;5726,364;14633,0;5726,364;8028,06774;8068,0;0,0;31;21;;;;4;17;;31;21;;;;;4;17;;31;21;;;;;;4;17;
CBC;p21;600;0,1;0;0;8068,0;8068,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p22;120;0,04;0;0,0;7092,0;7092,0;70;1020;2020;70;1020;2020;0,0;26385,0;0,0;7092,0;7092,0;0,03;46;28;;22;;2;;22;46;28;;22;;;2;;22;46;28;;22;;;;2;;22
GUROBI;p22;120;0,03;0;1,0;7092,0;7092,0;70;1020;2020;70;1020;2020;4893,0;13391,0;4893,0;7092,0;7092,0;0,0;34;19;;;;4;16;;34;19;;;;;4;16;;34;19;;;;;;4;16;
CBC;p22;120;0,08;0;0;7092,0;7092,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p22;300;0,04;0;0,0;7092,0;7092,0;70;1020;2020;70;1020;2020;0,0;26385,0;0,0;7092,0;7092,0;0,03;46;28;;22;;2;;22;46;28;;22;;;2;;22;46;28;;22;;;;2;;22
GUROBI;p22;300;0,03;0;1,0;7092,0;7092,0;70;1020;2020;70;1020;2020;4893,0;13391,0;4893,0;7092,0;7092,0;0,0;34;19;;;;4;16;;34;19;;;;;4;16;;34;19;;;;;;4;16;
CBC;p22;300;0,08;0;0;7092,0;7092,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p22;600;0,04;0;0,0;7092,0;7092,0;70;1020;2020;70;1020;2020;0,0;26385,0;0,0;7092,0;7092,0;0,03;46;28;;22;;2;;22;46;28;;22;;;2;;22;46;28;;22;;;;2;;22
GUROBI;p22;600;0,03;0;1,0;7092,0;7092,0;70;1020;2020;70;1020;2020;4893,0;13391,0;4893,0;7092,0;7092,0;0,0;34;19;;;;4;16;;34;19;;;;;4;16;;34;19;;;;;;4;16;
CBC;p22;600;0,08;0;0;7092,0;7092,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p23;120;0,06;0;0,0;8746,0;8746,0;70;1020;2020;26;66;122;0,0;30385,0;0,0;221,0;8746,0;0,06;21;25;;10;;2;;12;21;25;;10;;;2;;12;21;25;;10;;;;2;;12
GUROBI;p23;120;0,06;0;1,0;8746,0;8746,0;70;1020;2020;70;1020;2020;6035,0;15391,0;6035,0;8746,0;8746,0;0,0;32;23;;6;;3;19;;32;23;;6;;;3;19;;32;23;;6;;;;3;19;
CBC;p23;120;0,13;0;0;8746,0;8746,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p23;300;0,06;0;0,0;8746,0;8746,0;70;1020;2020;26;66;122;0,0;30385,0;0,0;221,0;8746,0;0,06;21;25;;10;;2;;12;21;25;;10;;;2;;12;21;25;;10;;;;2;;12
GUROBI;p23;300;0,06;0;1,0;8746,0;8746,0;70;1020;2020;70;1020;2020;6035,0;15391,0;6035,0;8746,0;8746,0;0,0;32;23;;6;;3;19;;32;23;;6;;;3;19;;32;23;;6;;;;3;19;
CBC;p23;300;0,13;0;0;8746,0;8746,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p23;600;0,06;0;0,0;8746,0;8746,0;70;1020;2020;26;66;122;0,0;30385,0;0,0;221,0;8746,0;0,06;21;25;;10;;2;;12;21;25;;10;;;2;;12;21;25;;10;;;;2;;12
GUROBI;p23;600;0,06;0;1,0;8746,0;8746,0;70;1020;2020;70;1020;2020;6035,0;15391,0;6035,0;8746,0;8746,0;0,0;32;23;;6;;3;19;;32;23;;6;;;3;19;;32;23;;6;;;;3;19;
CBC;p23;600;0,13;0;0;8746,0;8746,0;70;1020;2020;70;1020;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p24;120;0,08;0;0,0;10273,0;10273,0;70;1020;2020;67;300;580;0,0;34385,0;0,0;10273,0;10273,0;0,08;60;48;2;17;3;8;;20;60;48;2;17;1;3;8;;20;60;48;2;17;;1;3;8;;20
GUROBI;p24;120;0,13;0;1,0;10273,0;10273,0;70;1020;2020;70;1020;2020;7177,0;17391,0;7177,0;10263,1319;10273,0;0,0;16;12;;5;1;4;4;;16;12;;5;;1;4;4;;16;12;;5;;;1;4;4;
CBC;p24;120;0,31;0;3;10273,0;10273,0;70;1020;2020;70;1020;2020;10252,365;11573,0;10252,365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p24;300;0,08;0;0,0;10273,0;10273,0;70;1020;2020;67;300;580;0,0;34385,0;0,0;10273,0;10273,0;0,08;60;48;2;17;3;8;;20;60;48;2;17;1;3;8;;20;60;48;2;17;;1;3;8;;20
GUROBI;p24;300;0,13;0;1,0;10273,0;10273,0;70;1020;2020;70;1020;2020;7177,0;17391,0;7177,0;10263,1319;10273,0;0,0;16;12;;5;1;4;4;;16;12;;5;;1;4;4;;16;12;;5;;;1;4;4;
CBC;p24;300;0,32;0;3;10273,0;10273,0;70;1020;2020;70;1020;2020;10252,365;11573,0;10252,365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p24;600;0,08;0;0,0;10273,0;10273,0;70;1020;2020;67;300;580;0,0;34385,0;0,0;10273,0;10273,0;0,08;60;48;2;17;3;8;;20;60;48;2;17;1;3;8;;20;60;48;2;17;;1;3;8;;20
GUROBI;p24;600;0,13;0;1,0;10273,0;10273,0;70;1020;2020;70;1020;2020;7177,0;17391,0;7177,0;10263,1319;10273,0;0,0;16;12;;5;1;4;4;;16;12;;5;;1;4;4;;16;12;;5;;;1;4;4;
CBC;p24;600;0,32;0;3;10273,0;10273,0;70;1020;2020;70;1020;2020;10252,365;11573,0;10252,365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p25;120;0,32;0;0,0;11630,0;11628,908772;180;4530;9030;96;404;801;0,0;107919,0;0,0;11628,908772;11630,0;;58;20;2;16;1;7;;17;58;20;2;16;2;1;7;;17;58;20;2;16;;2;1;7;;17
GUROBI;p25;120;0,32;0;1,0;11630,0;11630,0;180;4530;9030;180;4530;9030;10731,876;46099,0;10731,876;11630,0;11630,0;0,0;3;4;;5;;7;1;;3;4;;5;;;7;1;;3;4;;5;;;;7;1;
CBC;p25;120;4,2;0;1848;11630,0;11630,0;180;4530;9030;180;4530;9030;11568,496;12182,0;11568,496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p25;300;0,32;0;0,0;11630,0;11628,908772;180;4530;9030;96;404;801;0,0;107919,0;0,0;11628,908772;11630,0;;58;20;2;16;1;7;;17;58;20;2;16;2;1;7;;17;58;20;2;16;;2;1;7;;17
GUROBI;p25;300;0,32;0;1,0;11630,0;11630,0;180;4530;9030;180;4530;9030;10731,876;46099,0;10731,876;11630,0;11630,0;0,0;3;4;;5;;7;1;;3;4;;5;;;7;1;;3;4;;5;;;;7;1;
CBC;p25;300;4,19;0;1848;11630,0;11630,0;180;4530;9030;180;4530;9030;11568,496;12182,0;11568,496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p25;600;0,32;0;0,0;11630,0;11628,908772;180;4530;9030;96;404;801;0,0;107919,0;0,0;11628,908772;11630,0;;58;20;2;16;1;7;;17;58;20;2;16;2;1;7;;17;58;20;2;16;;2;1;7;;17
