solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_GUB_COVER;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
GUROBI;p25;600;0,32;0;1,0;11630,0;11630,0;180;4530;9030;180;4530;9030;10731,876;46099,0;10731,876;11630,0;11630,0;0,0;3;4;;5;;7;1;;3;4;;5;;;7;1;;3;4;;5;;;;7;1;
CBC;p25;600;4,15;0;1848;11630,0;11630,0;180;4530;9030;180;4530;9030;11568,496;12182,0;11568,496;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p26;120;0,23;0;0,0;10771,0;10770,0;180;4530;9030;82;326;650;0,0;104528,0;0,0;10747,9081;10771,0;;44;7;2;10;1;3;;6;44;7;2;10;;1;3;;6;44;7;2;10;;;1;3;;6
GUROBI;p26;120;0,21;0;18,0;10771,0;10771,0;180;4530;9030;180;4530;9030;10021,3358;43523,0;10021,3358;10759,3929;10771,0;0,0;2;6;;3;1;8;6;1;2;6;;3;;1;8;6;1;2;6;;3;;;1;8;6;1
CBC;p26;120;0,62;0;22;10771,0;10771,0;180;4530;9030;180;4530;9030;10723,067;11004,0;10723,067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p26;300;0,23;0;0,0;10771,0;10770,0;180;4530;9030;82;326;650;0,0;104528,0;0,0;10747,9081;10771,0;;44;7;2;10;1;3;;6;44;7;2;10;;1;3;;6;44;7;2;10;;;1;3;;6
GUROBI;p26;300;0,21;0;18,0;10771,0;10771,0;180;4530;9030;180;4530;9030;10021,3358;43523,0;10021,3358;10759,3929;10771,0;0,0;2;6;;3;1;8;6;1;2;6;;3;;1;8;6;1;2;6;;3;;;1;8;6;1
CBC;p26;300;0,62;0;22;10771,0;10771,0;180;4530;9030;180;4530;9030;10723,067;11004,0;10723,067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p26;600;0,23;0;0,0;10771,0;10770,0;180;4530;9030;82;326;650;0,0;104528,0;0,0;10747,9081;10771,0;;44;7;2;10;1;3;;6;44;7;2;10;;1;3;;6;44;7;2;10;;;1;3;;6
GUROBI;p26;600;0,21;0;18,0;10771,0;10771,0;180;4530;9030;180;4530;9030;10021,3358;43523,0;10021,3358;10759,3929;10771,0;0,0;2;6;;3;1;8;6;1;2;6;;3;;1;8;6;1;2;6;;3;;;1;8;6;1
CBC;p26;600;0,62;0;22;10771,0;10771,0;180;4530;9030;180;4530;9030;10723,067;11004,0;10723,067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p27;120;0,51;0;182,0;12322,0;12320,913313;180;4530;9030;180;2844;5659;0,0;110528,0;0,0;12312,0636;12327,0;0,44;125;101;3;7;;12;;29;125;101;3;7;1;;12;;29;125;101;3;7;;1;;12;;29
GUROBI;p27;120;0,39;0;77,0;12322,0;12322,0;180;4530;9030;180;4530;9030;11347,8848;47523,0;11347,8848;12302,2731;12322,0;0,0;51;17;;7;;7;7;;51;17;;7;;;7;7;;51;17;;7;;;;7;7;
CBC;p27;120;1,74;0;234;12322,0;12322,0;180;4530;9030;180;4530;9030;12185,477;12399,0;12185,477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p27;300;0,51;0;182,0;12322,0;12320,913313;180;4530;9030;180;2844;5659;0,0;110528,0;0,0;12312,0636;12327,0;0,44;125;101;3;7;;12;;29;125;101;3;7;1;;12;;29;125;101;3;7;;1;;12;;29
GUROBI;p27;300;0,4;0;77,0;12322,0;12322,0;180;4530;9030;180;4530;9030;11347,8848;47523,0;11347,8848;12302,2731;12322,0;0,0;51;17;;7;;7;7;;51;17;;7;;;7;7;;51;17;;7;;;;7;7;
CBC;p27;300;1,75;0;234;12322,0;12322,0;180;4530;9030;180;4530;9030;12185,477;12399,0;12185,477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p27;600;0,51;0;182,0;12322,0;12320,913313;180;4530;9030;180;2844;5659;0,0;110528,0;0,0;12312,0636;12327,0;0,44;125;101;3;7;;12;;29;125;101;3;7;1;;12;;29;125;101;3;7;;1;;12;;29
GUROBI;p27;600;0,39;0;77,0;12322,0;12322,0;180;4530;9030;180;4530;9030;11347,8848;47523,0;11347,8848;12302,2731;12322,0;0,0;51;17;;7;;7;7;;51;17;;7;;;7;7;;51;17;;7;;;;7;7;
CBC;p27;600;1,73;0;234;12322,0;12322,0;180;4530;9030;180;4530;9030;12185,477;12399,0;12185,477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p28;120;0,39;0;0,0;13722,0;13720,825;180;4530;9030;149;880;1744;0,0;116528,0;0,0;13720,825;13722,0;;94;27;;9;1;8;;10;94;27;;9;;1;8;;10;94;27;;9;;;1;8;;10
GUROBI;p28;120;0,46;0;1,0;13722,0;13722,0;180;4530;9030;180;4530;9030;12653,685;51523,0;12653,685;13720,0;13722,0;0,0;;2;;1;;3;3;1;;2;;1;;;3;3;1;;2;;1;;;;3;3;1
CBC;p28;120;4,82;0;2130;13722,0;13722,0;180;4530;9030;180;4530;9030;13581,648;14095,0;13581,648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p28;300;0,4;0;0,0;13722,0;13720,825;180;4530;9030;149;880;1744;0,0;116528,0;0,0;13720,825;13722,0;;94;27;;9;1;8;;10;94;27;;9;;1;8;;10;94;27;;9;;;1;8;;10
GUROBI;p28;300;0,46;0;1,0;13722,0;13722,0;180;4530;9030;180;4530;9030;12653,685;51523,0;12653,685;13720,0;13722,0;0,0;;2;;1;;3;3;1;;2;;1;;;3;3;1;;2;;1;;;;3;3;1
CBC;p28;300;4,85;0;2130;13722,0;13722,0;180;4530;9030;180;4530;9030;13581,648;14095,0;13581,648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p28;600;0,4;0;0,0;13722,0;13720,825;180;4530;9030;149;880;1744;0,0;116528,0;0,0;13720,825;13722,0;;94;27;;9;1;8;;10;94;27;;9;;1;8;;10;94;27;;9;;;1;8;;10
GUROBI;p28;600;0,46;0;1,0;13722,0;13722,0;180;4530;9030;180;4530;9030;12653,685;51523,0;12653,685;13720,0;13722,0;0,0;;2;;1;;3;3;1;;2;;1;;;3;3;1;;2;;1;;;;3;3;1
CBC;p28;600;4,84;0;2130;13722,0;13722,0;180;4530;9030;180;4530;9030;13581,648;14095,0;13581,648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p29;120;0,6;0;503,0;12371,0;12369,770833;180;4530;9030;175;1840;3654;0,0;107919,0;0,0;12328,6897;12561,0;0,49;92;187;4;9;;23;;26;92;187;4;9;;;23;;26;92;187;4;9;;;;23;;26
GUROBI;p29;120;0,49;0;671,0;12371,0;12370,0;180;4530;9030;180;4530;9030;11720,9567;48801,0;11720,9567;12346,6385;12371,0;0,0;52;32;;3;;24;10;3;52;32;;3;;;24;10;3;52;32;;3;;;;24;10;3
CBC;p29;120;36,75;0;22070;12371,0;12371,0;180;4530;9030;180;4530;9030;12307,053;14985,0;12307,053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p29;300;0,6;0;503,0;12371,0;12369,770833;180;4530;9030;175;1840;3654;0,0;107919,0;0,0;12328,6897;12561,0;0,5;92;187;4;9;;23;;26;92;187;4;9;;;23;;26;92;187;4;9;;;;23;;26
GUROBI;p29;300;0,5;0;671,0;12371,0;12370,0;180;4530;9030;180;4530;9030;11720,9567;48801,0;11720,9567;12346,6385;12371,0;0,0;52;32;;3;;24;10;3;52;32;;3;;;24;10;3;52;32;;3;;;;24;10;3
CBC;p29;300;36,71;0;22070;12371,0;12371,0;180;4530;9030;180;4530;9030;12307,053;14985,0;12307,053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p29;600;0,6;0;503,0;12371,0;12369,770833;180;4530;9030;175;1840;3654;0,0;107919,0;0,0;12328,6897;12561,0;0,49;92;187;4;9;;23;;26;92;187;4;9;;;23;;26;92;187;4;9;;;;23;;26
GUROBI;p29;600;0,49;0;671,0;12371,0;12370,0;180;4530;9030;180;4530;9030;11720,9567;48801,0;11720,9567;12346,6385;12371,0;0,0;52;32;;3;;24;10;3;52;32;;3;;;24;10;3;52;32;;3;;;;24;10;3
CBC;p29;600;36,73;0;22070;12371,0;12371,0;180;4530;9030;180;4530;9030;12307,053;14985,0;12307,053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p30;120;2,09;0;10720,0;11331,0;11329,883838;180;4530;9030;163;1464;2904;0,0;104528,0;0,0;11135,887;11392,0;0,49;68;261;1;7;;14;;15;68;261;1;7;;;14;;15;68;261;1;7;;;;14;;15
GUROBI;p30;120;1,06;0;3499,0;11331,0;11331,0;180;4530;9030;180;4530;9030;10859,4138;45884,0;10859,4138;11174,6575;11331,0;0,0;87;54;4;26;;17;18;;87;54;4;26;;;17;18;;87;54;4;26;;;;17;18;
CBC;p30;120;61,1;0;19359;11331,0;11331,0;180;4530;9030;180;4530;9030;11143,934;11737,0;11143,934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p30;300;2,06;0;10720,0;11331,0;11329,883838;180;4530;9030;163;1464;2904;0,0;104528,0;0,0;11135,887;11392,0;0,49;68;261;1;7;;14;;15;68;261;1;7;;;14;;15;68;261;1;7;;;;14;;15
GUROBI;p30;300;1,09;0;3499,0;11331,0;11331,0;180;4530;9030;180;4530;9030;10859,4138;45884,0;10859,4138;11174,6575;11331,0;0,0;87;54;4;26;;17;18;;87;54;4;26;;;17;18;;87;54;4;26;;;;17;18;
CBC;p30;300;60,84;0;19359;11331,0;11331,0;180;4530;9030;180;4530;9030;11143,934;11737,0;11143,934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p30;600;2,08;0;10720,0;11331,0;11329,883838;180;4530;9030;163;1464;2904;0,0;104528,0;0,0;11135,887;11392,0;0,49;68;261;1;7;;14;;15;68;261;1;7;;;14;;15;68;261;1;7;;;;14;;15
GUROBI;p30;600;1,07;0;3499,0;11331,0;11331,0;180;4530;9030;180;4530;9030;10859,4138;45884,0;10859,4138;11174,6575;11331,0;0,0;87;54;4;26;;17;18;;87;54;4;26;;;17;18;;87;54;4;26;;;;17;18;
CBC;p30;600;60,83;0;19359;11331,0;11331,0;180;4530;9030;180;4530;9030;11143,934;11737,0;11143,934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p31;120;2,16;0;6610,0;13331,0;13329,669709;180;4530;9030;147;1046;2076;0,0;110528,0;0,0;13172,7544;13375,0;0,66;63;145;;5;;27;;21;63;145;;5;;;27;;21;63;145;;5;;;;27;;21
GUROBI;p31;120;0,88;0;7568,0;13331,0;13330,0;180;4530;9030;180;4530;9030;12839,4138;50284,0;12839,4138;13096,045;13358,0;0,0;105;68;;;;13;36;1;105;68;;;;;13;36;1;105;68;;;;;;13;36;1
CBC;p31;120;18,05;0;10807;13331,0;13331,0;180;4530;9030;180;4530;9030;13123,567;14098,0;13123,567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p31;300;2,16;0;6610,0;13331,0;13329,669709;180;4530;9030;147;1046;2076;0,0;110528,0;0,0;13172,7544;13375,0;0,67;63;145;;5;;27;;21;63;145;;5;;;27;;21;63;145;;5;;;;27;;21
GUROBI;p31;300;0,89;0;7568,0;13331,0;13330,0;180;4530;9030;180;4530;9030;12839,4138;50284,0;12839,4138;13096,045;13358,0;0,0;105;68;;;;13;36;1;105;68;;;;;13;36;1;105;68;;;;;;13;36;1
CBC;p31;300;17,99;0;10807;13331,0;13331,0;180;4530;9030;180;4530;9030;13123,567;14098,0;13123,567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p31;600;2,11;0;6610,0;13331,0;13329,669709;180;4530;9030;147;1046;2076;0,0;110528,0;0,0;13172,7544;13375,0;0,65;63;145;;5;;27;;21;63;145;;5;;;27;;21;63;145;;5;;;;27;;21
GUROBI;p31;600;0,89;0;7568,0;13331,0;13330,0;180;4530;9030;180;4530;9030;12839,4138;50284,0;12839,4138;13096,045;13358,0;0,0;105;68;;;;13;36;1;105;68;;;;;13;36;1;105;68;;;;;;13;36;1
CBC;p31;600;17,99;0;10807;13331,0;13331,0;180;4530;9030;180;4530;9030;13123,567;14098,0;13123,567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p32;120;2,77;0;10635,0;15331,0;15329,468503;180;4530;9030;171;1727;3430;0,0;116528,0;0,0;15078,8457;15460,0;0,65;66;279;1;5;;17;;26;66;279;1;5;;;17;;26;66;279;1;5;;;;17;;26
GUROBI;p32;120;0,81;0;6152,0;15331,0;15331,0;180;4530;9030;180;4530;9030;14819,4138;54684,0;14819,4138;15054,9226;15358,0;0,0;100;67;;;;29;33;1;100;67;;;;;29;33;1;100;67;;;;;;29;33;1
CBC;p32;120;120,12;0,27666318810331114;66406;15332,0;15289,582;180;4530;9030;180;4530;9030;15082,316;22046,0;15082,316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p32;300;2,73;0;10635,0;15331,0;15329,468503;180;4530;9030;171;1727;3430;0,0;116528,0;0,0;15078,8457;15460,0;0,64;66;279;1;5;;17;;26;66;279;1;5;;;17;;26;66;279;1;5;;;;17;;26
GUROBI;p32;300;0,81;0;6152,0;15331,0;15331,0;180;4530;9030;180;4530;9030;14819,4138;54684,0;14819,4138;15054,9226;15358,0;0,0;100;67;;;;29;33;1;100;67;;;;;29;33;1;100;67;;;;;;29;33;1
CBC;p32;300;299,99;0,15353858195812845;183020;15331,0;15307,461;180;4530;9030;180;4530;9030;15082,316;22046,0;15082,316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p32;600;2,74;0;10635,0;15331,0;15329,468503;180;4530;9030;171;1727;3430;0,0;116528,0;0,0;15078,8457;15460,0;0,64;66;279;1;5;;17;;26;66;279;1;5;;;17;;26;66;279;1;5;;;;17;;26
GUROBI;p32;600;0,81;0;6152,0;15331,0;15331,0;180;4530;9030;180;4530;9030;14819,4138;54684,0;14819,4138;15054,9226;15358,0;0,0;100;67;;;;29;33;1;100;67;;;;;29;33;1;100;67;;;;;;29;33;1
CBC;p32;600;475,67;0;303844;15331,0;15331,0;180;4530;9030;180;4530;9030;15082,316;22046,0;15082,316;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p33;120;0,19;0;0,0;11629,0;11629,0;180;4530;9030;139;934;1848;0,0;107919,0;0,0;11629,0;11629,0;0,18;98;30;1;16;;10;;14;98;30;1;16;;;10;;14;98;30;1;16;;;;10;;14
GUROBI;p33;120;0,2;0;1,0;11629,0;11629,0;180;4530;9030;180;4530;9030;10774,91;46084,0;10774,91;11629,0;11629,0;0,0;12;3;;3;;2;4;;12;3;;3;;;2;4;;12;3;;3;;;;2;4;
CBC;p33;120;0,49;0;6;11629,0;11629,0;180;4530;9030;180;4530;9030;11564,648;11639,0;11564,648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p33;300;0,19;0;0,0;11629,0;11629,0;180;4530;9030;139;934;1848;0,0;107919,0;0,0;11629,0;11629,0;0,18;98;30;1;16;;10;;14;98;30;1;16;;;10;;14;98;30;1;16;;;;10;;14
GUROBI;p33;300;0,2;0;1,0;11629,0;11629,0;180;4530;9030;180;4530;9030;10774,91;46084,0;10774,91;11629,0;11629,0;0,0;12;3;;3;;2;4;;12;3;;3;;;2;4;;12;3;;3;;;;2;4;
CBC;p33;300;0,48;0;6;11629,0;11629,0;180;4530;9030;180;4530;9030;11564,648;11639,0;11564,648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p33;600;0,19;0;0,0;11629,0;11629,0;180;4530;9030;139;934;1848;0,0;107919,0;0,0;11629,0;11629,0;0,18;98;30;1;16;;10;;14;98;30;1;16;;;10;;14;98;30;1;16;;;;10;;14
GUROBI;p33;600;0,2;0;1,0;11629,0;11629,0;180;4530;9030;180;4530;9030;10774,91;46084,0;10774,91;11629,0;11629,0;0,0;12;3;;3;;2;4;;12;3;;3;;;2;4;;12;3;;3;;;;2;4;
CBC;p33;600;0,47;0;6;11629,0;11629,0;180;4530;9030;180;4530;9030;11564,648;11639,0;11564,648;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p34;120;0,19;0;0,0;10632,0;10632,0;180;4530;9030;180;2421;4813;0,0;104528,0;0,0;10631,0617;10632,0;0,18;119;37;7;21;;;;26;119;37;7;21;;;;;26;119;37;7;21;;;;;;26
GUROBI;p34;120;0,2;0;1,0;10632,0;10632,0;180;4530;9030;180;4530;9030;10116,5;43285,0;10116,5;10632,0;10632,0;0,0;33;7;;5;;2;5;;33;7;;5;;;2;5;;33;7;;5;1;;;2;5;
CBC;p34;120;0,84;0;50;10632,0;10632,0;180;4530;9030;180;4530;9030;10624,439;13885,0;10624,439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p34;300;0,19;0;0,0;10632,0;10632,0;180;4530;9030;180;2421;4813;0,0;104528,0;0,0;10631,0617;10632,0;0,19;119;37;7;21;;;;26;119;37;7;21;;;;;26;119;37;7;21;;;;;;26
GUROBI;p34;300;0,2;0;1,0;10632,0;10632,0;180;4530;9030;180;4530;9030;10116,5;43285,0;10116,5;10632,0;10632,0;0,0;33;7;;5;;2;5;;33;7;;5;;;2;5;;33;7;;5;1;;;2;5;
CBC;p34;300;0,86;0;50;10632,0;10632,0;180;4530;9030;180;4530;9030;10624,439;13885,0;10624,439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p34;600;0,22;0;0,0;10632,0;10632,0;180;4530;9030;180;2421;4813;0,0;104528,0;0,0;10631,0617;10632,0;0,22;119;37;7;21;;;;26;119;37;7;21;;;;;26;119;37;7;21;;;;;;26
GUROBI;p34;600;0,2;0;1,0;10632,0;10632,0;180;4530;9030;180;4530;9030;10116,5;43285,0;10116,5;10632,0;10632,0;0,0;33;7;;5;;2;5;;33;7;;5;;;2;5;;33;7;;5;1;;;2;5;
CBC;p34;600;0,86;0;50;10632,0;10632,0;180;4530;9030;180;4530;9030;10624,439;13885,0;10624,439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p35;120;0,22;0;0,0;12232,0;12232,0;180;4530;9030;95;421;835;0,0;110528,0;0,0;12232,0;12232,0;0,22;53;16;3;18;3;9;;11;53;16;3;18;;3;9;;11;53;16;3;18;;;3;9;;11
GUROBI;p35;120;0,31;0;1,0;12232,0;12232,0;180;4530;9030;180;4530;9030;11601,5;47485,0;11601,5;12229,25;12232,0;0,0;11;3;;2;;4;1;;11;3;;2;;;4;1;;11;3;;2;;;;4;1;
CBC;p35;120;0,72;0;10;12232,0;12232,0;180;4530;9030;180;4530;9030;12170,589;12250,0;12170,589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p35;300;0,22;0;0,0;12232,0;12232,0;180;4530;9030;95;421;835;0,0;110528,0;0,0;12232,0;12232,0;0,21;53;16;3;18;3;9;;11;53;16;3;18;;3;9;;11;53;16;3;18;;;3;9;;11
GUROBI;p35;300;0,31;0;1,0;12232,0;12232,0;180;4530;9030;180;4530;9030;11601,5;47485,0;11601,5;12229,25;12232,0;0,0;11;3;;2;;4;1;;11;3;;2;;;4;1;;11;3;;2;;;;4;1;
CBC;p35;300;0,71;0;10;12232,0;12232,0;180;4530;9030;180;4530;9030;12170,589;12250,0;12170,589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p35;600;0,22;0;0,0;12232,0;12232,0;180;4530;9030;95;421;835;0,0;110528,0;0,0;12232,0;12232,0;0,21;53;16;3;18;3;9;;11;53;16;3;18;;3;9;;11;53;16;3;18;;;3;9;;11
GUROBI;p35;600;0,31;0;1,0;12232,0;12232,0;180;4530;9030;180;4530;9030;11601,5;47485,0;11601,5;12229,25;12232,0;0,0;11;3;;2;;4;1;;11;3;;2;;;4;1;;11;3;;2;;;;4;1;
CBC;p35;600;0,69;0;10;12232,0;12232,0;180;4530;9030;180;4530;9030;12170,589;12250,0;12170,589;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p36;120;0,32;0;0,0;13832,0;13830,636364;180;4530;9030;144;1028;2041;0,0;116528,0;0,0;13830,636364;13832,0;;79;29;2;22;2;10;;23;79;29;2;22;1;2;10;;23;79;29;2;22;;1;2;10;;23
GUROBI;p36;120;0,43;0;25,0;13832,0;13832,0;180;4530;9030;180;4530;9030;13086,5;51685,0;13086,5;13828,4617;13832,0;0,0;69;19;;24;;12;4;1;69;19;;24;;;12;4;1;69;19;;24;;;;12;4;1
CBC;p36;120;0,76;0;8;13832,0;13832,0;180;4530;9030;180;4530;9030;13643,008;14568,0;13643,008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p36;300;0,32;0;0,0;13832,0;13830,636364;180;4530;9030;144;1028;2041;0,0;116528,0;0,0;13830,636364;13832,0;;79;29;2;22;2;10;;23;79;29;2;22;1;2;10;;23;79;29;2;22;;1;2;10;;23
GUROBI;p36;300;0,44;0;25,0;13832,0;13832,0;180;4530;9030;180;4530;9030;13086,5;51685,0;13086,5;13828,4617;13832,0;0,0;69;19;;24;;12;4;1;69;19;;24;;;12;4;1;69;19;;24;;;;12;4;1
CBC;p36;300;0,77;0;8;13832,0;13832,0;180;4530;9030;180;4530;9030;13643,008;14568,0;13643,008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;p36;600;0,31;0;0,0;13832,0;13830,636364;180;4530;9030;144;1028;2041;0,0;116528,0;0,0;13830,636364;13832,0;;79;29;2;22;2;10;;23;79;29;2;22;1;2;10;;23;79;29;2;22;;1;2;10;;23
GUROBI;p36;600;0,43;0;25,0;13832,0;13832,0;180;4530;9030;180;4530;9030;13086,5;51685,0;13086,5;13828,4617;13832,0;0,0;69;19;;24;;12;4;1;69;19;;24;;;12;4;1;69;19;;24;;;;12;4;1
CBC;p36;600;0,76;0;8;13832,0;13832,0;180;4530;9030;180;4530;9030;13643,008;14568,0;13643,008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
